Rollno,QuotaName,AIR,Category,SubCategory,OptionNo,InstituteCode,Institute,Subject,AllottedCategory,AllotedPH,AdmittedRound
3907020495,All India,16782,EW,NO,59,902827,"Virendra Kumar Sakhlecha Government Medical College, Neemuch, Madhya Pradesh,Virendra Kumar Sakhlecha Government Medical College, Kanawati, Mhow-Naseerabad, Neemuch, Madhya Pradesh, 458441",MBBS,Open,NO,2
3903300356,All India,16786,OBC,NO,28,200431,"Goverment Medical College, Datia,NEAR 29TH BATTALION, N.H.75, DATIA, Madhya Pradesh, 475661",MBBS,Other Backward Class (OBC-NCL),NO,3
2809160148,All India,16787,OBC,NO,29,200564,"Government Medical College, Ariyalur ,1 COLLEGE ROAD GOVERNMENT MEDICAL COLLEGE ARIYALUR TAMIL NADU PIN 621713, Tamil Nadu, 621713",MBBS,Other Backward Class (OBC-NCL),NO,2
3902060216,All India,16789,General,NO,6,200429,"Govt Medical College, Dungarpur,VILLAGE- THANA DUNGARPUR, Rajasthan, 314001",MBBS,Open,NO,4
2001020256,All India,16790,General,NO,65,200563,"Autonomous State Medical College , Fatehpur,Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",MBBS,Open,NO,2
3604020127,All India,16793,SC,NO,2,200238,"S.C.B. MEDICAL COLLEGE, CUTTACK,Mangalabag, Cuttack, Odisha, 753007",MBBS,Schedule Caste(SC),NO,1
2809180367,Employees State Insurance Scheme(ESI),16794,General,NO,23,200165,"ESI-MC&PGIMS&R, Banglore,ESICMC AND PGIMSR, Rajajinagar, Bengaluru, Karnataka, 560010",MBBS,Open,NO,1
3923480014,All India,16798,OBC,NO,73,200468,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya Pradesh 480001, Madhya Pradesh, 480001",MBBS,Other Backward Class (OBC-NCL),NO,2
3903140382,All India,16799,OBC,NO,60,200313,"ESIC PGIMSR, Joka, Kolkata, WB,DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104, West Bengal, 700104",MBBS,Other Backward Class (OBC-NCL),NO,3
3923200469,All India,16808,OBC,NO,17,200621,"SKIMS Medical College, Bemina, Srinagar,SKIMS MC BEMINA , SRINAGAR, JAMMU KASHMIR, Jammu And Kashmir, 190018",MBBS,Other Backward Class (OBC-NCL),NO,2
2808020125,All India,16812,OBC,NO,23,200560,"Government Medical College, Nilgiris,No. 1, INDU NAGAR, MYSORE ROAD, UDHAGAMANDALAM, NILGIRIS DISTRICT, Tamil Nadu, 643005",MBBS,Other Backward Class (OBC-NCL),NO,3
3903600516,All India,16814,OBC,NO,31,902866,"Government Medical College, Banswara, Rajasthan,MADARESHWAR, RATLAM ROAD BANSWARA, Rajasthan, 327001",MBBS,Other Backward Class (OBC-NCL),NO,2
3604140321,All India,16818,OBC,NO,4,200240,"V.S.S. MEDICAL COLLEGE, BURLA,AYURVIHAR,BURLA, SAMBALPUR, Odisha, 768017",MBBS,Other Backward Class (OBC-NCL),NO,3
2805050112,All India,16819,OBC,NO,8,200162,"BELGAUM INST. OF MEDICAL SCI., BELGAUM,DR B R AMBEDKAR ROAD BELAGAVI., Karnataka, 590001",MBBS,Other Backward Class (OBC-NCL),NO,3
2002090081,All India,16821,General,NO,91,200120,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, BILASP,GOND PARA, SADAR BAZAAR BILASPUR - 495001 (CG), Chhattisgarh, 495001",MBBS,Open,NO,3
3904180153,All India,16823,EW,NO,107,200535,"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR, Maharashtra, 425412",MBBS,General-EWS,NO,1
3922030105,All India,16825,General,NO,55,902866,"Government Medical College, Banswara, Rajasthan,MADARESHWAR, RATLAM ROAD BANSWARA, Rajasthan, 327001",MBBS,Open,NO,3
3920040008,All India,16827,OBC,NO,30,200453,"Kakatiya Medical College Warangal,SVP Road, Warangal, Telangana, 506007",MBBS,Other Backward Class (OBC-NCL),NO,2
3802040090,All India,16831,General,NO,71,200490,"Govt Medical College Basti,RAMPUR TAHSIL SADAR BASTI BASTI, Uttar Pradesh, 272124",MBBS,Open,NO,3
1516010338,All India,16835,EW,NO,27,200453,"Kakatiya Medical College Warangal,SVP Road, Warangal, Telangana, 506007",MBBS,General-EWS,NO,3
2310020335,Deemed/Paid Seats Quota,16839,General,NO,28,200527,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,Gram Lavale Tal Mulshi Pune, Maharashtra, 412115",MBBS,Open,NO,2
2808040659,All India,16840,OBC,NO,20,200560,"Government Medical College, Nilgiris,No. 1, INDU NAGAR, MYSORE ROAD, UDHAGAMANDALAM, NILGIRIS DISTRICT, Tamil Nadu, 643005",MBBS,Other Backward Class (OBC-NCL),NO,3
3903400637,All India,16841,OBC,NO,49,200413,"ESIC Medical College, Gulbarga,ESIC MEDICAL COLLEGE SEDAM ROAD GULBARGA, Karnataka, 585106",MBBS,Other Backward Class (OBC-NCL),NO,3
2001180125,All India,16842,OBC,NO,65,200171,"Gulbarga Institute of Medical Sciences, Gulbarga,Gulbarga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,Open,NO,3
2002140008,All India,16845,OBC,NO,66,200582,"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH, ALMORA,Near Vikas Bhawan Pandeykhola Almora, Uttarakhand, 263601",MBBS,Other Backward Class (OBC-NCL),NO,3
2816090177,All India,16846,OBC,NO,13,200562,"Government Medical College, Krishnagiri,Block-1, Polupalli, Krishnagiri, Tamil Nadu, 635115",MBBS,Other Backward Class (OBC-NCL),NO,3
2808080244,All India,16850,OBC,NO,18,200172,"HASSAN INST. MEDICAL SCIENCES, HASSAN,K R PURAM, BEHIND DC OFFICE,HASSAN, Karnataka, 573201",MBBS,Other Backward Class (OBC-NCL),NO,3
3903100167,All India,16852,OBC,NO,57,200453,"Kakatiya Medical College Warangal,SVP Road, Warangal, Telangana, 506007",MBBS,Other Backward Class (OBC-NCL),NO,2
3923220332,Employees State Insurance Scheme(ESI),16853,OBC,NO,1,200409,"ESIC Medical College, Faridabad,NH 3 NIT FARIDABAD, Haryana, 121001",MBBS,Other Backward Class (OBC-NCL),NO,1
3604100384,Open Seat Quota,16856,SC,NO,5,200508,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Schedule Caste(SC),NO,2
2807060254,All India,16863,OBC,NO,18,200241,"Indira Gandhi Medical College & RI, Puducherry,Vazhudavour Road, Kadirkamam, Puducherry, 605009",MBBS,Open,NO,3
3906020305,All India,16867,General,NO,36,902827,"Virendra Kumar Sakhlecha Government Medical College, Neemuch, Madhya Pradesh,Virendra Kumar Sakhlecha Government Medical College, Kanawati, Mhow-Naseerabad, Neemuch, Madhya Pradesh, 458441",MBBS,Open,NO,3
3923160131,All India,16870,OBC,NO,26,200216,"Govt. Medical College and Hospital, Chandrapur,GOVT. MEDICAL COLLEGE CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",MBBS,Open,NO,3
2808040616,All India,16871,OBC,NO,15,200441,"RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA,GOVERNMENT MEDICAL COLLEGE RIMS PUTLAMPALLI, YSR KADAPA DIST. G.M.C.,KADAPA.,A.P, Andhra Pradesh, 516002",MBBS,Open,NO,3
2001660165,Employees State Insurance Scheme(ESI),16874,OBC,NO,23,200409,"ESIC Medical College, Faridabad,NH 3 NIT FARIDABAD, Haryana, 121001",MBBS,Other Backward Class (OBC-NCL),NO,1
2807310027,All India,16875,General,NO,22,200567,"Government Medical College, Ramanathapuram,No 1, Patinamkathan, Collectorate Backside, Ramanathapuram., Tamil Nadu, 623503",MBBS,Open,NO,3
2702010319,Employees State Insurance Scheme(ESI),16879,OBC,NO,6,200165,"ESI-MC&PGIMS&R, Banglore,ESICMC AND PGIMSR, Rajajinagar, Bengaluru, Karnataka, 560010",MBBS,Open,NO,1
2811020093,All India,16889,General,NO,53,200559,"Government Medical College, Thiruvallur,BLOCK 1 MASTER PLAN COMPLEX THIRUVALLUR COLLECTORATE PERUMBAKKAM VILLAGE THIRUVALLUR, Tamil Nadu, 602001",MBBS,Open,NO,3
2001600020,Deemed/Paid Seats Quota,16892,General,NO,108,200340,"Kasturba Medical College, Manipal Univ., Manipal,Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,NO,2
3904250177,All India,16894,OBC,NO,46,200468,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya Pradesh 480001, Madhya Pradesh, 480001",MBBS,Other Backward Class (OBC-NCL),NO,2
2001060252,All India,16895,EW,NO,24,902860,"Autonomous state Medical College, Sehud , Auraiya,Sehud Auraiya, Uttar Pradesh, 206122",MBBS,Open,NO,2
3903720110,All India,16898,OBC,NO,119,200311,"COLLEGE OF MEDICINE and JNM HOSPITAL, KALYANI,A Block PS- Kalyani District - Nadia,West Bengal,Pin 741235, West Bengal, 741235",MBBS,Other Backward Class (OBC-NCL),NO,2
2807020424,All India,16904,OBC,NO,17,200180,"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA,SAGAR ROAD, MCGANN HOSPITAL CAMPUS, SHIVAMOGGA, Karnataka, 577201",MBBS,Other Backward Class (OBC-NCL),NO,3
1501050019,All India,16905,OBC,NO,5,200426,"Sri Venkateswara Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507",MBBS,Other Backward Class (OBC-NCL),NO,2
1518010410,All India,16907,General,NO,59,200589,"Jannayak Karpoori Thakur Medical college and Hospital, Madhepura,JAJHAT SABAILA SINGHESHWAR ROAD DISTRICT MADHEPURA, Bihar, 852128",MBBS,Open,NO,2
3903790252,All India,16908,OBC,NO,59,200491,"GMC, Shahjhanpur,AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH, Uttar Pradesh, 242001",MBBS,Other Backward Class (OBC-NCL),NO,3
3905540006,All India,16910,SC,NO,14,200250,"GOVT.MEDICAL COLLEGE, KOTA,Rangbari Road Kota, Rajasthan, 324005",MBBS,Schedule Caste(SC),NO,1
2816060167,All India,16913,OBC,NO,26,200558,"Government Medical College, Kallakurichi ,S.NO 251, AGARAKOTTALAM ROAD, SIRUVANGUR, KALLAKURICHI, Tamil Nadu, 606213",MBBS,Other Backward Class (OBC-NCL),NO,2
1502320605,Open Seat Quota,16914,SC,NO,1,200508,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Schedule Caste(SC),NO,2
4410010511,Deemed/Paid Seats Quota,16923,General,NO,27,200340,"Kasturba Medical College, Manipal Univ., Manipal,Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,NO,1
3903710083,All India,16932,OBC,NO,47,200552,"Autonomous State Medical College ,Etah,NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.- 207001, Uttar Pradesh, 207001",MBBS,Other Backward Class (OBC-NCL),NO,3
2001450685,All India,16933,General,NO,96,200212,"GOVERNMENT MEDICAL COLLEGE, MIRAJ,Pandharpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",MBBS,Open,NO,3
1504010375,All India,16935,OBC,NO,47,200117,"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARPUR,UMANAGAR MUZAFFARPUR, Bihar, 842004",MBBS,Other Backward Class (OBC-NCL),NO,3
2806040034,All India,16938,OBC,NO,17,200567,"Government Medical College, Ramanathapuram,No 1, Patinamkathan, Collectorate Backside, Ramanathapuram., Tamil Nadu, 623503",MBBS,Other Backward Class (OBC-NCL),NO,2
3909010108,Open Seat Quota,16939,SC,NO,9,200511,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",MBBS,Schedule Caste(SC),NO,1
2603010393,All India,16943,OBC,NO,6,200117,"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARPUR,UMANAGAR MUZAFFARPUR, Bihar, 842004",MBBS,Other Backward Class (OBC-NCL),NO,3
3903140130,All India,16956,OBC,NO,79,200313,"ESIC PGIMSR, Joka, Kolkata, WB,DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104, West Bengal, 700104",MBBS,Other Backward Class (OBC-NCL),NO,3
1516060391,All India,16960,OBC,NO,16,200109,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA,SHERGHATIROAD, GAYA, Bihar, 823001",MBBS,Open,NO,3
3903680494,Open Seat Quota,16961,SC,NO,7,200511,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",MBBS,Schedule Caste(SC),NO,1
1414040396,Open Seat Quota,16967,ST,NO,2,200519,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",MBBS,Schedule Tribe(ST),NO,1
3115070143,All India,16968,General,NO,19,200576,"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA,GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",MBBS,Open,NO,2
3903270602,All India,16970,OBC,NO,102,200549,"MAHARSHI DEVRAHA BABA AUTONOMOUS STATE. MEDICAL COLLEGE, DEORIA,207 Hospital Road Saket nagar Deoria, Uttar Pradesh, 274001",MBBS,Open,NO,3
2709010233,Deemed/Paid Seats Quota,16975,General,NO,1,200340,"Kasturba Medical College, Manipal Univ., Manipal,Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,NO,1
3907020258,Open Seat Quota,16982,SC,NO,11,200513,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,Schedule Caste(SC),NO,1
3905200391,All India,16983,OBC,NO,49,200426,"Sri Venkateswara Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507",MBBS,Other Backward Class (OBC-NCL),NO,2
3904170363,All India,16984,EW,NO,32,200207,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR,In Front of District Civil Court, Solapur., Maharashtra, 413003",MBBS,General-EWS,NO,3
3903400092,All India,16988,OBC,NO,31,902866,"Government Medical College, Banswara, Rajasthan,MADARESHWAR, RATLAM ROAD BANSWARA, Rajasthan, 327001",MBBS,Open,NO,3
2809030136,All India,16994,OBC,NO,31,200162,"BELGAUM INST. OF MEDICAL SCI., BELGAUM,DR B R AMBEDKAR ROAD BELAGAVI., Karnataka, 590001",MBBS,Other Backward Class (OBC-NCL),NO,3
3604230098,All India,17001,EW,NO,4,200240,"V.S.S. MEDICAL COLLEGE, BURLA,AYURVIHAR,BURLA, SAMBALPUR, Odisha, 768017",MBBS,General-EWS,NO,2
2807050011,All India,17003,General,NO,32,200267,"Govt. Pudukkottai Medical College Hopt., Pudukkott,MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",MBBS,Open,NO,3
2002010051,All India,17008,General,NO,70,200553,"Autonomous State Medical College, Siddharthnagar,Autonomous State Medical College Siddharthnagar 71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",MBBS,Open,NO,2
2811180173,All India,17012,General,NO,32,200278,"Rajah Muthiah Medical College, Annamalai Universit,Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College, Tamil Nadu, 608002",MBBS,Open,NO,3
2807110136,All India,17015,General,NO,64,200585,"CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES, KARNATAKA,AROORU VILLAGE,PERESANDRA POST, CHIKKABALLAPUR KARANATAKA, Karnataka, 562104",MBBS,Open,NO,2
3923130701,All India,17017,General,NO,69,200210,"GOVERNMENT MEDICAL COLLEGE, AKOLA,Collector Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,Open,NO,2
2807260082,All India,17023,General,NO,15,200268,"Govt. Sivgangai M. C. Sivagangai,MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,Open,NO,3
4444030105,All India,17029,General,NO,8,902862,"Autonomous State Medical College, Lakhimpur Kheri, Uttar Pradesh,Near Deokali Temple, Saidapur Bhau, Uttar Pradesh, 262701",MBBS,Open,NO,2
2001760373,All India,17032,General,NO,58,902813,"Autonomous State Medical College, Pilibhit, Uttar Pradesh,SH26 Bithaura Kalan Puranpur Road Pilibhit, Uttar Pradesh, 262001",MBBS,Open,NO,2
3918010615,All India,17033,General,NO,28,902866,"Government Medical College, Banswara, Rajasthan,MADARESHWAR, RATLAM ROAD BANSWARA, Rajasthan, 327001",MBBS,Open,NO,3
3904110237,All India,17036,OBC,NO,117,200210,"GOVERNMENT MEDICAL COLLEGE, AKOLA,Collector Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,Open,NO,2
1502050793,All India,17045,General,NO,13,200311,"COLLEGE OF MEDICINE and JNM HOSPITAL, KALYANI,A Block PS- Kalyani District - Nadia,West Bengal,Pin 741235, West Bengal, 741235",MBBS,Open,NO,3
2804140176,All India,17047,OBC,NO,24,200175,"Kodagu Institute of Medical Sciences, Kodagu,Kodagu Institute of Medical Sciences, Madikeri., Karnataka, 571201",MBBS,Other Backward Class (OBC-NCL),NO,2
3903040421,All India,17051,General,NO,74,902827,"Virendra Kumar Sakhlecha Government Medical College, Neemuch, Madhya Pradesh,Virendra Kumar Sakhlecha Government Medical College, Kanawati, Mhow-Naseerabad, Neemuch, Madhya Pradesh, 458441",MBBS,Open,NO,3
3922050285,All India,17052,EW,NO,78,200126,"Pt. J N M MEDICAL COLLEGE, RAIPUR,In front of Central Jail, Jail Road Raipur C.G., Chhattisgarh, 492001",MBBS,General-EWS,NO,3
1502380081,All India,17054,General,NO,21,200307,"BANKURA SAMMILANI MED COLL,BANKURA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",MBBS,Open,NO,3
1502010646,All India,17056,EW,NO,78,200309,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN- 713104,WEST BENGAL, West Bengal, 713104",MBBS,General-EWS,NO,3
2808010257,All India,17059,OBC,NO,21,200267,"Govt. Pudukkottai Medical College Hopt., Pudukkott,MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",MBBS,Open,NO,3
2002070237,All India,17060,General,NO,41,200431,"Goverment Medical College, Datia,NEAR 29TH BATTALION, N.H.75, DATIA, Madhya Pradesh, 475661",MBBS,Open,NO,4
3923280316,All India,17062,OBC,NO,56,200490,"Govt Medical College Basti,RAMPUR TAHSIL SADAR BASTI BASTI, Uttar Pradesh, 272124",MBBS,Other Backward Class (OBC-NCL),NO,3
2809300062,All India,17066,OBC,NO,35,200424,"KURNOOL MEDICAL COLLEGE, KURNOOL,BUDHAWARPET, KURNOOL., Andhra Pradesh, 518002",MBBS,Other Backward Class (OBC-NCL),NO,2
2806210150,All India,17068,OBC,NO,24,200271,"GVMC, VILLUPURAM,THE DEAN, GOVT. VILLUPURAM MEDICAL COLLEGE, TRICHY TRUNK ROAD, MUNDIYAMPAKKAM, VILLUPURAM DISTRICT, Tamil Nadu, 605601",MBBS,Other Backward Class (OBC-NCL),NO,3
2803020506,All India,17069,OBC,NO,24,200172,"HASSAN INST. MEDICAL SCIENCES, HASSAN,K R PURAM, BEHIND DC OFFICE,HASSAN, Karnataka, 573201",MBBS,Other Backward Class (OBC-NCL),NO,3
3903740427,All India,17073,OBC,NO,95,200574,"Autonomous State Medical College Society , Mirzapur,MAA VINDHYAVASINI AUTONOMOUS STATE MEDICAL COLLEGE PIPARDARH, VISHUNDERPUR, MIRZAPUR, Uttar Pradesh, 231001",MBBS,Open,NO,2
3901140073,All India,17074,General,NO,102,200120,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, BILASP,GOND PARA, SADAR BAZAAR BILASPUR - 495001 (CG), Chhattisgarh, 495001",MBBS,Open,NO,3
2809110407,All India,17077,OBC,NO,50,200558,"Government Medical College, Kallakurichi ,S.NO 251, AGARAKOTTALAM ROAD, SIRUVANGUR, KALLAKURICHI, Tamil Nadu, 606213",MBBS,Other Backward Class (OBC-NCL),NO,2
3903230409,All India,17083,EW,NO,30,200483,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,General-EWS,NO,3
2804030064,All India,17088,OBC,NO,26,200172,"HASSAN INST. MEDICAL SCIENCES, HASSAN,K R PURAM, BEHIND DC OFFICE,HASSAN, Karnataka, 573201",MBBS,Other Backward Class (OBC-NCL),NO,3
2802050500,All India,17090,General,NO,19,200174,"Karwar Institute of Medical Sciences, Karwar,DISTRICT HOSPITAL PREMISES, MG ROAD, KARWAR, Karnataka, 581301",MBBS,Open,NO,2
2209010158,All India,17092,General,NO,113,200311,"COLLEGE OF MEDICINE and JNM HOSPITAL, KALYANI,A Block PS- Kalyani District - Nadia,West Bengal,Pin 741235, West Bengal, 741235",MBBS,Open,NO,3
2808100230,All India,17093,General,NO,28,200268,"Govt. Sivgangai M. C. Sivagangai,MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,Open,NO,3
2001720423,All India,17097,OBC,NO,24,200492,"Gmc, Bahraich,K.D.C Road Bahraich-271801, Uttar Pradesh, 271801",MBBS,Open,NO,3
3903800222,All India,17098,OBC,NO,66,200212,"GOVERNMENT MEDICAL COLLEGE, MIRAJ,Pandharpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",MBBS,Open,NO,3
3902040243,All India,17101,EW,NO,40,200666,"GMC KARAULI,mandrayal road karauli, Rajasthan, 322241",MBBS,General-EWS,NO,3
3913030222,All India,17104,OBC,NO,7,200552,"Autonomous State Medical College ,Etah,NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.- 207001, Uttar Pradesh, 207001",MBBS,Other Backward Class (OBC-NCL),NO,3
2812200127,All India,17106,General,NO,28,200270,"GTMC, THIRUVARUR,MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR, Tamil Nadu, 610004",MBBS,Open,NO,3
3923170250,All India,17114,OBC,NO,65,200228,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,Other Backward Class (OBC-NCL),NO,2
4450120277,All India,17117,OBC,NO,9,200439,"Tomo Riba Institute Health and Medical Sciences, Naharlagun ,Tomo Riba Institute Health and Medical Sciences, Old Assembly Complex, Naharlagun, Itanagar Capita, Arunachal Pradesh, 791110",MBBS,Open,NO,3
3904060053,All India,17122,EW,NO,57,200181,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104",MBBS,General-EWS,NO,2
3923300264,All India,17132,OBC,NO,97,200120,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, BILASP,GOND PARA, SADAR BAZAAR BILASPUR - 495001 (CG), Chhattisgarh, 495001",MBBS,Open,NO,3
3923040160,All India,17134,OBC,NO,82,200553,"Autonomous State Medical College, Siddharthnagar,Autonomous State Medical College Siddharthnagar 71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",MBBS,Other Backward Class (OBC-NCL),NO,2
3923330156,All India,17135,OBC,NO,49,200228,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,Open,NO,3
2804170088,All India,17139,OBC,NO,25,200426,"Sri Venkateswara Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507",MBBS,Open,NO,3
3923270437,All India,17142,OBC,NO,67,902826,"Sundarlal patwa Govt medical College mandsaur,Dean Office, Sunderlal Patwa Government Medical College, Mhow Neemuch Bypass, Mandsaur M.P., Madhya Pradesh, 458001",MBBS,Other Backward Class (OBC-NCL),NO,2
2807090468,All India,17143,OBC,NO,52,200555,"Government Medical College, Virudhunagar,1 COLLECTORATE MASTER PLAN COMPLEX KOORAIKUNDU VILLAGE VIRUDHUNAGAR, Tamil Nadu, 626002",MBBS,Other Backward Class (OBC-NCL),NO,3
2001530085,All India,17147,OBC,NO,88,902814,"Mahatma Vidur Autonomous State Medical College,Bijnor Uttar Pradesh,Mahatma Vidur Autonomous State Medical College, Village Madhusudanpur Devidas, Post Kiratpur, Naziba, Uttar Pradesh, 246731",MBBS,Other Backward Class (OBC-NCL),NO,2
2807110046,All India,17152,OBC,NO,32,200271,"GVMC, VILLUPURAM,THE DEAN, GOVT. VILLUPURAM MEDICAL COLLEGE, TRICHY TRUNK ROAD, MUNDIYAMPAKKAM, VILLUPURAM DISTRICT, Tamil Nadu, 605601",MBBS,Other Backward Class (OBC-NCL),NO,3
2809150098,All India,17155,OBC,NO,20,200268,"Govt. Sivgangai M. C. Sivagangai,MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,Open,NO,3
2001190196,All India,17158,OBC,NO,25,200481,"Government Medical College Suryapet,AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213 Suraypet Dist, Telangana, 508213",MBBS,Open,NO,2
2807010351,All India,17163,General,NO,45,200564,"Government Medical College, Ariyalur ,1 COLLEGE ROAD GOVERNMENT MEDICAL COLLEGE ARIYALUR TAMIL NADU PIN 621713, Tamil Nadu, 621713",MBBS,Open,NO,3
2814110150,All India,17164,General,NO,31,200270,"GTMC, THIRUVARUR,MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR, Tamil Nadu, 610004",MBBS,Open,NO,3
2801170125,All India,17169,General,NO,60,200283,"Thiruvannamalai MC, Thiruvannamalai, TN,District Collectorate, Master Plan Complex, Vengikkal, Thiruvannamalai, Tamil Nadu, 606604",MBBS,Open,NO,3
3904010680,All India,17170,OBC,NO,68,200207,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR,In Front of District Civil Court, Solapur., Maharashtra, 413003",MBBS,Other Backward Class (OBC-NCL),NO,3
2803040251,All India,17172,General,NO,40,200585,"CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES, KARNATAKA,AROORU VILLAGE,PERESANDRA POST, CHIKKABALLAPUR KARANATAKA, Karnataka, 562104",MBBS,Open,NO,3
1502260563,All India,17174,OBC,NO,77,200309,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN- 713104,WEST BENGAL, West Bengal, 713104",MBBS,Other Backward Class (OBC-NCL),NO,3
1502220566,All India,17176,General,NO,46,200474,"Diamond Harbour Govt Medical College,New Town, Post-Diamond Harbour, PS- Diamond Harbour, District South 24 Parganas, West Bengal, 743331",MBBS,Open,NO,3
